Name,Founded,Comment,Lat,Long,x,y
Nice,pre-1250, ,43.719999999743585,7.261003999749179,808291.2679000013,5422213.290399998
Grasse,1251-1300, ,43.658998000069204,6.916997000371903,769996.5839000009,5412822.098200001
Draguignan,1251-1300, ,43.54199800003254,6.4610030002352365,719235.5639999993,5394836.734099999
Toulon,1251-1300, ,43.133002000076594,5.926997000240198,659790.2879999988,5332238.068499997
Douai,1251-1300, ,50.368003000230686,3.079999999611172,342864.0315999985,6510253.088299997
Valenciennes,pre-1250, ,50.35900300023602,3.5069959996941633,390397.00890000165,6508682.540600002
Arras,pre-1250, ,50.283997000209276,2.7769970002295428,309133.8920000009,6495605.1625000015
Beauvais,1251-1300, ,49.42699900006876,2.0860040002449436,232212.90309999883,6347627.229800001
Compiègne,1251-1300, ,49.40800000013365,2.818999999584622,313809.64449999854,6344376.159000002
Verdun,pre-1250, ,49.16100400001704,5.387995999854509,599788.9710999988,6302224.691299997
Lisieux,pre-1250, ,49.1450020002399,0.2250020002922456,25047.10810000077,6299501.110299997
Evreux,1251-1300, ,49.021998999828966,1.1520019997050632,128240.27600000054,6278594.988700002
Châlons-sur-Marne,pre-1250, ,48.963004000022046,4.364003000176809,485798.5918000005,6268586.2766999975
Chartres,pre-1250, ,48.44400100000867,1.4770009998099658,164418.99920000136,6181041.2255000025
Troyes,pre-1250, ,48.293997999817186,4.070999000000673,453181.5357000008,6155905.741099998
Sens,pre-1250, ,48.19699600010506,3.2840029997881683,365573.5417000018,6139690.747400001
Le Mans,pre-1250, ,47.994999999708384,0.19900100011362887,22152.69000000134,6106023.053300001
Langres,pre-1250, ,47.86099900007939,5.328002000129863,593110.4695999995,6083761.096299998
Blois,1251-1300, ,47.58800199981894,1.3269979996074985,147720.74159999937,6038584.7053999975
Tours,pre-1250, ,47.39399799982203,0.6889970000171429,76698.79520000145,6006623.377499998
Bourges,pre-1250, ,47.080995999925385,2.396998999892315,266832.70809999853,5955304.716600001
Poitiers,pre-1250, ,46.58499699979064,0.3400039995717049,37849.07209999859,5874596.1554000005
Saint-Junien,1251-1300, ,45.8860030000806,0.9000020004228713,100187.76440000162,5762099.9023
Angoulême,1251-1300, ,45.648997000062224,0.16499900034674744,18367.604699999094,5724278.058600001
Périgueux,pre-1250, ,45.1860009997898,0.7159969995552253,79704.42139999941,5650851.221199997
Brive-la-Gaillarde,1251-1300, ,45.15499599999986,1.5190040000633755,169094.75180000067,5645955.528300002
Auxerre,pre-1250, ,47.79899800002367,3.569996000413017,397410.1369000003,6073480.170599997
Beaune,1401-1500, ,47.03000199989237,4.83200300025538,537896.113499999,5946972.538099997
Le Puy,pre-1250, ,45.04900299983026,3.881998999640707,432142.15190000087,5629239.307400003
Saint-Flour,1301-1400, ,45.037996000229924,3.08399599974406,343308.8643000014,5627505.1635000035
Mâcon,1251-1300, ,46.3100020001676,4.822004000151556,536783.0298999995,5830167.192100003
Bourg-en-Bresse,1401-1500, ,46.20799599987872,5.215996999827132,580642.129999999,5813743.605899997
Vienne,1301-1400, ,45.5290000000966,4.8819979998762015,543461.5313999988,5705189.743900001
Poligny,1251-1300, ,46.83799599987185,5.700998000238326,634632.1944000013,5915670.869800001
Annecy,1401-1500, ,45.90700000018628,6.119002999797745,681164.2980999984,5765458.409500003
Chambéry,1401-1500, ,45.571002999808975,5.909995999907609,657897.7452999987,5711866.6576000005
Grenoble,1251-1300, ,45.18624101166747,5.718496231555378,636580.0885999985,5650889.129500002
Metz,pre-1250, ,49.11399699971866,6.176998999905129,687620.3832999989,6294226.4824
Colmar,1251-1300, ,48.08200300014626,7.352003000263944,818421.2303000018,6120508.070900001
Santarém,pre-1250, ,39.35349700006956,-8.514592000426875,-947840.0458000004,4772434.221000001
Elvas,1251-1300, ,38.88300399979143,-7.152999999602179,-796268.3176000006,4704926.7282000035
Cork,pre-1250, ,51.89798024731953,-8.470467425610755,-942928.1206,6781699.953199998
Evora,1251-1300, ,38.65209999965244,-7.929646000081576,-882724.1548999995,4671959.694499999
Guimaräes,1251-1300, ,41.434999000167544,-8.29200399967852,-923061.6629000008,5076717.202799998
Porto,pre-1250, ,41.26435899969735,-8.312488000132987,-925341.931400001,5051413.1017
Abrantes,1401-1500, ,39.45599800034563,-8.191995999995205,-911928.8233000003,4787201.457500003
Jerez,1251-1300, ,36.69399700004795,-6.132003999799538,-682611.5628000014,4396539.313299999
Santiago De Compostela,pre-1250, ,42.880003000239114,-8.540997999763134,-950779.5482000001,5293724.879100002
Tuy,1301-1400, ,42.046998999955825,-8.641996000381722,-962022.5942000002,5168022.268299997
Vivero,1301-1400, ,43.66600000000466,-7.584001000038844,-844247.1295000017,5413899.563500002
La Coruña,1251-1300, ,43.363996000183825,-8.39599900017217,-934638.3333999999,5367540.8882
Lugo,1301-1400, ,43.01700099990458,-7.558999000117989,-841463.9195999987,5314559.930600002
Astorga,1401-1500, ,42.461998000242716,-6.047998000191016,-673260.0577000007,5230437.708300002
Ribadavia,1251-1300, ,42.29400399978701,-8.137996000020678,-905917.5707999989,5205122.0656
Benavente,1251-1300, ,42.00800199987278,-5.671995999986676,-631403.7065000013,5162178.180200003
Zamora,pre-1250, ,41.511003999727926,-5.74399599965326,-639418.7098000012,5088009.3451000005
Salamanca,pre-1250, ,40.96699900006093,-5.657002000390498,-629734.5821000002,5007475.241800003
Ciudad Rodrigo,1251-1300, ,40.60500100016962,-6.53200000034438,-727138.9138999991,4954252.8288
Plascencia,1401-1500, ,40.03199799976874,-6.084996999832922,-677378.7674999982,4870593.231700003
Trujillo,1401-1500, ,39.45399999984703,-5.8859980002674614,-655226.3002000004,4786913.399599999
León,1251-1300, ,42.601002999698984,-5.572995999883679,-620383.0769000016,5251436.2892
Burgos,pre-1250, ,42.341002000180715,-3.696001000076974,-411436.9492999986,5212197.550700001
Villada,1401-1500, ,42.2569959999015,-4.957000000339051,-551810.7159000002,5199554.276500002
Mayorga,1401-1500, ,42.16200100030622,-5.264998000111365,-586096.8964000009,5185277.383199997
Villalon De Campos,1401-1500, ,42.11600199984221,-4.64000199982238,-516522.65989999846,5178371.850699998
Palencia,pre-1250, ,42.0199990001417,-4.53100299961556,-504388.9466999993,5163975.668200001
Valladolid,1251-1300, ,41.706997000165856,-4.85099800000729,-540010.6272,5117189.564099997
Penafiel,1301-1400, ,41.6040009998652,-4.11800199976928,-458413.8856999986,5101844.057599999
Medina Del Campo,1301-1400, ,41.349003999879656,-4.581997000392509,-510065.57290000096,5063956.767200001
Segovia,pre-1250, ,40.93399599966167,-4.107004000305991,-457189.5940000005,5002610.9580999985
Piedrahita,1301-1400, ,40.46800300011853,-5.33599900041845,-594000.6915999986,4934186.097400002
Vitoria,1251-1300, ,42.85015900015275,-2.67478000014343,-297755.14759999886,5289192.258299999
Pamplona,pre-1250, ,42.769995999878276,-1.6459989997643096,-183231.77050000057,5277028.162799999
Estella,1251-1300, ,42.6830019998371,-2.032000000072473,-226201.20529999956,5263845.316600002
Huesca,1251-1300, ,42.13699899995774,-0.41100099968084797,-45752.42199999839,5181523.372299999
Calatayud,1251-1300, ,41.35399899969304,-1.6340020000431903,-181896.27059999853,5064697.492700003
Alcañiz,1301-1400, ,41.0489979999979,-0.12900400008718477,-14360.659600000829,5019571.5462
Huete,1401-1500, ,40.14600100013936,-2.6880010002532475,-299226.90260000154,4887181.4848000035
Ciudad Real,1301-1400, ,38.977999000013426,-3.9270039997920523,-437152.0855999999,4718520.607900001
Cordoba,pre-1250, ,37.884003999980884,-4.776999999825113,-531773.2074999996,4563052.402900003
Palma del Rio,1301-1400, ,37.70099799965492,-5.28900099977439,-588768.8980999999,4537272.5424000025
Ecija,1251-1300, ,37.53999699990332,-5.0810020003628695,-565614.555399999,4514645.0820999965
Malaga,1401-1500, ,36.72400300028089,-4.424001999924332,-492477.64990000054,4400705.870300002
Jaen,1301-1400, ,37.77099999992719,-3.7909959998262965,-422011.74430000037,4547126.111299999
Zafra,1401-1500, ,38.42415154738874,-6.411473070115095,-713721.9173999988,4639518.6994
Granada,1401-1500, ,37.17400299989433,-3.598000000231773,-400527.5278999992,4463388.3935
Jativa,1251-1300, ,38.99300200006099,-0.5229969997627602,-58219.759700000286,4720669.218699999
Onteniente,1401-1500, ,38.82000400022899,-0.6129970000197296,-68238.5139000006,4695921.387500003
Alcaraz,1301-1400, ,38.662998999920084,-2.494996000437905,-277741.6843000017,4673513.390699998
Orihuela,1401-1500, ,38.08600000001201,-0.9519999996838326,-105976.15520000085,4591581.862199999
Murcia,1251-1300, ,37.98829599988996,-1.4847820001884702,-165285.1761999987,4577772.562100001
Almeria,1401-1500, ,36.843001000121205,-2.4649990001264,-274402.43349999934,4417245.6862
Tremp,1401-1500, ,42.16499799985596,0.8949979998113677,99630.72159999982,5185727.477499999
Gerona,1251-1300, ,41.976997000199795,2.8139959998714494,313252.60179999843,5157534.3288
Balaguer,1301-1400, ,41.79799600027558,0.7949990003489052,88498.88390000165,5130768.089599997
Manresa,1301-1400, ,41.7339970000621,1.8149959998937504,202044.43050000072,5121216.393799998
Cervera,1301-1400, ,41.67300399994421,1.272997999633003,141709.48910000175,5112122.189499997
Lérida,pre-1250, ,41.622000999896294,0.623998999680994,69463.25090000033,5104524.132200003
Tarragona,pre-1250, ,41.11199800025731,1.2310039996004127,137034.73840000108,5028875.405100003
Tortosa,1301-1400, ,40.82399799981081,0.49699999978208503,55325.786899998784,4986415.9673999995
Palma de Mallorca,pre-1250, ,39.571000000245505,2.647000999557245,294662.8033999987,4803795.610399999
Puigcerda,1251-1300, ,42.43599700012942,1.9299980000715402,214846.39460000023,5226515.086300001
Seo de Urgel,1251-1300, ,42.360999999879034,1.4590010001178775,162415.248399999,5215209.826200001
Vejle,1301-1400, ,55.74948099974726,9.552223999790794,1063348.7115999982,7508705.196800001
Ribe,pre-1250, ,55.327997362765046,8.761647771199968,975342.1684000008,7425785.711800002
Haderslev,pre-1250, ,55.2529959999633,9.490997000354962,1056532.9532000013,7411123.112999998
Helsingor,1401-1500, ,56.03399799997685,12.611000000054146,1403850.0984000005,7565186.675399996
Holbaek,1251-1300, ,55.72099600003361,11.720999000283234,1304775.6402999982,7503073.162699997
Naestved,1251-1300, ,55.22965381082616,11.76082089911167,1309208.5938000008,7406565.413900003
Schleswig,pre-1250, ,54.52600300005563,9.554996000433281,1063657.2892999984,7270411.123599999
Lübeck,pre-1250, ,53.86900299993824,10.647001999865562,1185218.8410999998,7145385.962700002
Hamburg,pre-1250, ,53.50082200016313,10.007201000126322,1113996.5196000002,7076179.112800002
Osnabrück,1251-1300, ,52.27999900018953,8.047000999703886,895788.0537,6850912.067199998
Cologne,pre-1250, ,50.941995999963375,6.934997000063957,772000.3346999995,6611039.893100001
Aachen,1251-1300, ,50.766000999772245,6.092003000259662,678158.6719000004,6580005.9221
Münster (Westfalen),1301-1400, ,51.9559990001938,7.6320020002403455,849590.5764000006,6792173.416100003
Soest,pre-1250, ,51.5640040001262,8.110001000422741,902801.1816999987,6721672.471500002
Dortmund,1301-1400, ,51.514000000233146,7.465996999963084,831110.9842999987,6712722.9799000025
Treysa,1251-1300, ,50.91014331043876,9.198568929870406,1023980.009300001,6605414.479800001
Bremen,pre-1250, ,53.07022357161078,8.810947230449116,980830.1590999998,6995997.958700001
Minden,pre-1250, ,52.290996999754086,8.90200100034845,990966.2184000015,6852913.435699999
Braunschweig,1301-1400, ,52.27099899993689,10.513999999995718,1170413.1262000017,6849274.655500002
Hildesheim,pre-1250, ,52.155996999760085,9.954002000042882,1108074.4340000004,6828381.009400003
Halberstadt,pre-1250, ,51.89199999997844,11.055998000256466,1230748.0676000006,6780621.176600002
Göttingen,1251-1300, ,51.53599600002824,9.929000000122063,1105291.2241000012,6716658.513999999
Nordhausen,1251-1300, ,51.49799800019214,10.79399899997212,1201582.4723000005,6709861.0889
Mühlhausen,1251-1300, ,51.21300400000912,10.450000999917366,1163288.7901000008,6659058.504500002
Eisenach,pre-1250, ,50.98000299974254,10.318996999664783,1148705.4915000014,6617757.2469
Erfurt Bindersleben,pre-1250, ,50.97259811485714,11.03007052179396,1227861.833900001,6616448.077100001
Marburg An Der Lahn,1251-1300, ,50.800003000054254,8.768000000220777,976049.2952999994,6585992.526500002
Koblenz,pre-1250, ,50.37299800016331,7.585003999596284,844358.7829000019,6511124.870800003
Trier,pre-1250, ,49.75099899978459,6.640003999593081,739161.8641000018,6403264.406000003
Speyer,1251-1300, ,49.312996000083515,8.435998999887143,939091.1130000018,6328138.1098000035
Freiburg,pre-1250, ,47.991004000048065,7.844996000042516,873300.9600000009,6105358.351499997
Frankfurt,pre-1250, ,50.12999800001853,8.668163000241712,964935.4913000017,6468819.716600001
Würzburg,pre-1250, ,49.793002000166666,9.94600099955632,1107183.7666999996,6410504.309299998
Nuremberg,1251-1300, ,49.44599799992266,11.063998999844697,1231638.7347999997,6350879.559799999
Heidelberg,1401-1500, ,49.41099699990819,8.688998000325428,967254.8328999989,6344888.916000001
Pforzheim,1251-1300, ,48.892003000269725,8.701004000267366,968591.3346999995,6256556.3904
Schwabisch Gmund,1251-1300, ,48.79899700015664,9.795998000252183,1090485.5091999993,6240823.956699997
Esslingen am Neckar,pre-1250, ,48.73800399981866,9.329995999790874,1038610.4037999995,6230522.515600003
Stuttgart,1401-1500, ,48.68899900025251,9.210998000378527,1025363.6070999987,6222254.8456000015
Ulm,1251-1300, ,48.40000000022108,9.965998999763968,1109409.9338999987,6173660.452
Augsburg,pre-1250, ,48.367995999813274,10.889002999942262,1212158.269200001,6168296.077299997
Plauen,1251-1300, ,50.49899800024082,12.13599799974681,1350973.1176000014,6533146.210600004
Regensberg,pre-1250, ,49.020000999953126,12.097000999589277,1346631.9913999997,6278255.826899998
Landshut,1251-1300, ,48.54300100004479,12.150002000204307,1352532.0357999988,6197670.999700002
Steyr,1401-1500, ,48.03800200022068,14.41399699967864,1604558.8062999994,6113179.343800001
Vienna,pre-1250, ,48.207526142615066,16.37707261063179,1823087.3836999983,6141449.494199999
Wiener Neustadt,1251-1300, ,47.816997999715795,16.237999999989434,1807605.8915,6076463.642300002
Leoben,1251-1300, ,47.375997999992045,15.09100399964738,1679922.8808000013,6003663.927599996
Graz,1401-1500, ,46.993002999908114,15.439997000092786,1718772.6039000005,5940932.058700003
Stralsund,1251-1300, ,54.311001999786995,13.075003999999863,1455502.7873999998,7229277.765500002
Rostock,1251-1300, ,54.09500200010751,12.087002000383784,1345518.9079000019,7188169.105899997
Greifswald,1251-1300, ,54.089998000020366,13.391003000258738,1490679.6352000013,7187219.296400003
Wismar,1251-1300, ,53.89399599999409,11.460997999616183,1275832.4613000005,7150105.911899999
Prenzlau,1251-1300, ,53.325996999740376,13.86499700008746,1543444.4059000015,7043527.673299998
Neuruppin,pre-1250, ,52.92400299991227,12.799001000156315,1424778.2740000002,6968952.885499999
Strausberg,1251-1300, ,52.5789969997714,13.899998000112102,1547340.6994000003,6905500.292099997
Berlin,1251-1300, ,52.524799000161096,13.392820999950931,1490882.0139999986,6895577.804700002
Kammin,pre-1250, ,54.58378199962422,13.329663997974931,1483851.4087000005,7281502.136100002
Brandenburg,1251-1300, ,52.41499899977769,12.536002999614174,1395501.4704999998,6875513.249700002
Halle Saale,1251-1300, ,51.479997999807175,11.969003000330902,1332383.3192999996,6706643.064400002
Leipzig,pre-1250, ,51.34900300008734,12.397997000031156,1380138.7129000016,6683262.054899998
Jena,1251-1300, ,50.916004000062,11.58300200002274,1289413.8845000006,6606449.230499998
Luckau,1251-1300, ,51.86200300018241,13.754000000263343,1531088.2763999999,6775212.183799997
Lübben,1251-1300, ,51.941401098753296,13.897820013146198,1547098.2470000014,6789536.948600002
Pirna,1251-1300, ,50.95999600010813,13.933999999878951,1551125.7846999988,6614220.526600003
Freiberg,pre-1250, ,50.916004000062,13.343996000292123,1485446.8398999982,6606449.230499998
Rottweil,1251-1300, ,48.1653999997124,8.627800000303596,960442.3027000017,6134415.7447
Bamberg,1301-1400, ,49.89259999974128,10.887099999861213,1211946.428199999,6427696.786399998
Bayonne,pre-1250, ,43.49149999969042,-1.464100000265628,-162982.8665000014,5387084.913099997
Toledo,pre-1250, ,39.86280000025008,-4.024799999597862,-448038.6865000017,4846024.733900003
Narbonne,pre-1250, ,43.18439999986122,3.0006999997900237,334036.3960000016,5340081.658399999
Nevers,1301-1400, ,46.990500000201884,3.1660000004356426,352437.5078999996,5940523.568499997
Rennes,1301-1400, ,48.11900399970857,-1.676996999983416,-186682.45210000128,6126675.744199999
Seville,1401-1500, ,37.373004000030114,-5.970995999562767,-664688.2342000008,4491227.0524
Bordeaux,pre-1250, ,44.840997000225556,-0.5990040003311874,-66680.82030000165,5596524.355099998
Montpellier,pre-1250, ,43.614000000299185,3.8670030003947233,430472.80490000173,5405900.818000004
Toulouse,pre-1250, ,43.599996000322584,1.4380020000026281,160077.65040000156,5403747.876699999
Barcelona,pre-1250, ,41.357996999938216,2.159000999621188,240338.89189999923,5065290.410700001
Cágliari,1251-1300, ,39.224996999862704,9.108998999852336,1014009.1303000003,4753951.8977999985
Amiens,pre-1250, ,49.88799899974263,2.3020019995948897,256257.69040000066,6426901.786799997
Rouen,pre-1250, ,49.43199599993919,1.0770029996152852,119891.42550000176,6348482.515500002
Paris,pre-1250, ,48.8819969997246,2.432996999626653,270839.9871000014,6254862.421400003
Orléans,pre-1250, ,47.9140019999416,1.9060020000811992,212175.17210000008,6092559.737999998
Limoges,pre-1250, ,45.83099699974298,1.2519990004160173,139371.89119999856,5753307.6096
Dijon,pre-1250, ,47.31800400013601,5.0360039998842066,560605.4008999988,5994135.773500003
Clermont-Ferrand,pre-1250, ,45.78399900028791,3.0909960003229866,344088.10080000013,5745802.216700003
Lyon,pre-1250, ,45.746999999937806,4.854995999789983,540455.682500001,5739898.074199997
Bruges,pre-1250, ,51.21000000015961,3.220002000059977,358448.9829999991,6658524.694700003
Besançon,pre-1250, ,47.248001999942176,6.018003000427647,669921.0295999981,5982648.678400002
Toul,pre-1250, ,48.67920000011816,5.895700000270357,656306.3218999989,6220602.614500001
Geneva,1251-1300, ,46.20200399979972,6.134003999964936,682834.2017999999,5812779.806599997
Basel,pre-1250, ,47.54700000001699,7.576002000100418,843356.6849000007,6031819.952100001
Strasbourg,pre-1250, ,48.58299900021437,7.767999000335443,864729.6931999996,6204398.989100002
Zurich,1251-1300, ,47.401002000189976,8.533998000082503,950000.3117999993,6007775.205600001
Wissembourg,1251-1300, ,49.033699999787096,7.946700000117617,884622.5975000001,6280581.514600001
Gent,pre-1250, ,51.04800000005391,3.7359990001421077,415889.5062999986,6629788.762999997
Bern,1251-1300, ,46.8693519998517,7.595237000051831,845497.9153000005,5920775.0053
Konstanz,pre-1250, ,47.652000999728564,9.174998000096085,1021356.1053999998,6049154.240099996
Rieux,1251-1300, ,43.257080000006866,1.199279999833284,133503.23889999837,5351184.2676
Haguenau,1251-1300, ,48.820496000132515,7.791504000056122,867346.2578000017,6244458.025700003
Sélestat,1251-1300, ,48.25970500025818,7.4561159998600575,830011.0364000015,6150169.758900002
's-Hertogenbosch,1251-1300, ,51.68927000017541,5.304320999783793,590474.3126999997,6744135.3138
La Réole,1401-1500, ,44.58367900027393,-0.040282999572171796,-4484.282999999821,5556216.6635000035
Saint-Emilion,1251-1300, ,44.89611799994662,-0.15539600007804166,-17298.6035999991,5605182.190200001
Saint-Jean-d'Angély,1251-1300, ,45.946289000061746,-0.5292969998346589,-58921.07250000164,5771746.1686
Zierikzee,1251-1300, ,51.65289299984277,3.9240720002143052,436825.69689999893,6737605.755000003
Bergues,pre-1250, ,50.96836716736746,2.430498515326907,270561.85709999874,6615700.147200003
Provins,1251-1300, ,48.55932600013707,3.302489999551944,367631.50510000065,6200416.355099998
Magdeburg,pre-1250, ,52.13110400023366,11.636719000140035,1295393.6336000003,6823865.541299999
Saint-Quentin,pre-1250, ,49.84832799979528,3.288330000357127,366055.2212000005,6420050.2381
Saint-Omer,1301-1400, ,50.74987799974275,2.249877999937215,250455.27329999954,6577168.7267
Ypres,1251-1300, ,50.851318000114055,2.8842769995800284,321076.2468999997,6595035.619199999
Lille,pre-1250, ,50.63732899982412,3.0631099996066964,340983.84540000185,6557390.426899999
Morlaas,1251-1300, ,43.34472700017315,-0.2636110001122458,-29345.042300000787,5364590.879699998
Pontevedra,1301-1400, ,42.433715999746326,-8.64801000022335,-962692.069600001,5226171.042499997
Saragossa,pre-1250, ,41.656311000117306,-0.8765870002155615,-97581.2184999995,5109634.725100003
Nantes,pre-1250, ,47.216918999862855,-1.5567020003874403,-173291.2740000002,5977552.928900003
Guingamp,1251-1300, ,48.56030300016006,-3.14440899976834,-350034.00869999826,6200580.684100002
Mainz,1251-1300, ,49.99511700013905,8.267517000316817,920335.7826000005,6445430.234399997
Rheims,pre-1250, ,49.256714000193924,4.033080999568584,448960.52320000157,6318533.179200001
Caen,pre-1250, ,49.18487500012908,-0.36010700025968534,-40086.92790000141,6306289.232199997
Lausanne,pre-1250, ,46.51971399991543,6.632079999997722,738279.7685000002,5864028.521499999
Marseilles,pre-1250, ,43.298278999777644,5.383300999937826,599266.3260999992,5357483.7192
Valencia,pre-1250, ,39.47027600011715,-0.37670900038408434,-41935.05409999937,4789260.201499999
Elgin,pre-1250, ,57.649153604072914,-3.3158677978996303,-369120.7148000002,7893973.987099998
Aberdeen,pre-1250, ,57.14772404045994,-2.095385594542201,-233257.2573999986,7790372.314099997
Montrose,pre-1250, ,56.709829174038276,-2.4668837958482017,-274612.2479999997,7701040.088299997
Inverness,pre-1250, ,57.47661683512973,-4.231272242115422,-471023.07140000165,7858165.461400002
Perth,pre-1250, ,56.39576529958783,-3.4349720536370194,-382379.33989999816,7637608.151799999
Saint Andrews,1251-1300, ,56.33901947618722,-2.7989085233834716,-311573.0716000013,7626203.004199997
Kingshorn,1251-1300, ,56.073408790435614,-3.1720558087689157,-353111.6374000013,7573043.1708
Stirling,pre-1250, ,56.11942399901712,-3.9358819994393413,-438140.37999999896,7582226.4223000035
Glasgow,pre-1250, ,55.865605158761156,-4.2634972754355935,-474610.3456999995,7531707.831900001
Edinburgh,pre-1250, ,55.951020885833124,-3.1887371858284737,-354968.59980000183,7548671.472000003
Berwick,pre-1250, ,55.77050289462171,-2.0052788582598065,-223226.62139999866,7512864.2689
