name,founded,comment,lat,lon,x,y,start_century
Sumperk,1301-1400, ,49.96455367,16.97765526,1889943.938,6440139.422,1300
Brzeg,1301-1400, ,50.86054851,17.46678151,1944393.224,6596663.34,1300
Palermo,1301-1400, ,38.11685351,13.3568681,1486879.756,4595946.472,1300
Brindisi,1301-1400, ,40.63739478,17.93963954,1997031.538,4959003.705,1300
Modica,1301-1400, ,36.85890806,14.76084382,1643169.617,4419458.595,1300
Noto,1301-1400, ,36.8917361,15.07094491,1677689.913,4424026.92,1300
Syracuse,1301-1400, ,37.0663661,15.28440863,1701452.585,4448361.407,1300
Agrigento,1301-1400, ,37.31082657,13.58172753,1511910.993,4482521.015,1300
Belcastro,1301-1400, ,39.01961323,16.78666808,1868683.343,4724481.389,1300
Batalha,1301-1400, ,39.65972436,-8.825193528,-982416.0497,4816616.863,1300
Nieva,1301-1400, ,41.08043774,-4.426542242,-492760.4284,5024213.462,1300
Sant Mateu,1301-1400, ,40.46510267,0.178489959,19869.4114,4933761.716,1300
Castello d'Empuries,1301-1400, ,42.25917346,3.074297401,342229.2212,5199881.781,1300
Port-Sainte-Marie,1301-1400, ,44.25000985,0.398454865,44355.7927,5504213.651,1300
Marciac,1301-1400, ,43.52274614,0.162407863,18079.1606,5391880.664,1300
Belves,1301-1400, ,44.77578046,1.005654344,111948.9295,5586291.507,1300
Clermont-L'Herault,1301-1400, ,43.62836636,3.433853985,382254.8771,5408109.988,1300
Carpentras,1301-1400, ,44.05194449,5.047505208,561885.7095,5473484.235,1300
Buis-les-Baronnies,1301-1400, ,44.27622365,5.276440569,587370.6773,5508288.411,1300
Montmelian,1301-1400, ,45.50109882,6.05933336,674521.9042,5700757.25,1300
Montbozon,1301-1400, ,47.46668065,6.259151361,696765.5423,6018583.708,1300
Winchelsea,1301-1400, ,50.92404186,0.708937385,78918.5487,6607868.589,1300
Kings Langley,1301-1400, ,51.714075,-0.450412,-50139.6345,6748590.744,1300
Worcester,1301-1400, ,52.19104754,-2.221738778,-247322.8294,6834743.288,1300
Thetford,1301-1400, ,52.36263342,0.24533098,27310.1198,6865961.698,1300
Jarrow,1301-1400, ,54.97835485,-1.48302959,-165090.0988,7357666.364,1300
Dumfries,1301-1400, ,55.069,-3.607780001,-401616.2326,7375269.138,1300
Kirkcudbright,1301-1400, ,54.8369606,-4.048682643,-450697.2902,7330287.57,1300
Meldorf,1301-1400, ,54.09182982,9.069335299,1009593.787,7187566.981,1300
Kamieniec-Podolsk,1301-1400, ,49.823859,19.008757,2116045.15,6415827.019,1300
Piotrkow,1301-1400, ,51.40734799,19.68668711,2191511.984,6693667.649,1300
Belzec,1301-1400, ,50.38445517,23.43852895,2609165.108,6513124.849,1300
Lancut,1301-1400, ,50.06852976,22.2313868,2474786.658,6458152.458,1300
Zmigrod,1301-1400, ,51.46906,16.90676619,1882052.603,6704688.198,1300
Przemysl,1301-1400, ,49.78478755,22.77227684,2534998.262,6409087.92,1300
Cluj,1301-1400, ,46.77291189,23.58292156,2625238.82,5905085.965,1300
Szeged,1301-1400, ,46.25018235,20.14918634,2242997.164,5820532.161,1300
Debrecen,1301-1400, ,47.52983116,21.63956067,2408904.874,6028988.908,1300
Modrus,1301-1400, ,45.12867129,15.24112467,1696634.238,5641800.944,1300
Sibenik,1301-1400, ,43.7340235,15.89502642,1769426.247,5424373.545,1300
Trogir,1301-1400, ,43.51831127,16.2489335,1808823.003,5391199.836,1300
Hvar,1301-1400, ,43.17295958,16.44302344,1830428.997,5338335.222,1300
Shkoder,1301-1400, ,42.06992603,19.50871248,2171699.94,5171459.786,1300
Leutenberg,1301-1400, ,50.56470757,11.454389,1275096.751,6544653.75,1300
Znin,1301-1400, ,52.84908832,17.73088684,1973793.295,6955131.983,1300
Bochnia,1301-1400, ,49.96845957,20.43032241,2274293.087,6440815.385,1300
Mondovi,1301-1400, ,44.39257908,7.819431465,870455.129,5526397.061,1300
Saluzzo,1301-1400, ,44.64458849,7.492608351,834073.3464,5565741.686,1300
Finale Marina,1301-1400, ,44.16597348,8.337484969,928124.5812,5491162.99,1300
Forres,1301-1400, ,57.60860075,-3.6119418,-402079.522,7885542.322,1300
Dundee,1301-1400, ,56.46143344,-2.968113908,-330408.9289,7650827.803,1300
Dysart in Fife,1301-1400, ,56.12735324,-3.123200503,-347673.0896,7583809.969,1300
Dundalk,1301-1400, ,53.99997668,-6.403735223,-712860.5442,7170151.878,1300
Castlelyons,1301-1400, ,52.08976996,-8.23507383,-916724.2254,6816373.318,1300
Aghaboe,1301-1400, ,52.91576287,-7.517746358,-836871.6965,6967431.506,1300
Newbridge,1301-1400, ,53.18047298,-6.795925256,-756518.939,7016450.558,1300
Longford,1301-1400, ,53.72582087,-7.798732962,-868150.9822,7118400.11,1300
Maddaloni,1301-1400, ,41.03678253,14.38145327,1600936.055,5017768.594,1300
Cingoli,1301-1400, ,43.37447452,13.20277513,1469726.205,5369145.502,1300
Meldola,1301-1400, ,44.12895086,12.06189319,1342723.808,5485419.359,1300
Modigliana,1301-1400, ,44.15899171,11.79383637,1312883.859,5490079.574,1300
Monselice,1301-1400, ,45.239529,11.7504,1308048.545,5659309.578,1300
L'Aquila,1301-1400, ,42.35220922,13.39983189,1491662.462,5213885.564,1300
Cagli,1301-1400, ,43.54679217,12.65600563,1408860.103,5395573.013,1300
Cupar,1301-1400, ,56.31963508,-3.013744976,-335488.5561,7622310.887,1300
Foiano della Chiana,1301-1400, ,43.25084286,11.81898079,1315682.923,5350230.961,1300
Sarzana,1301-1400, ,44.11186234,9.961129147,1108867.824,5482769.489,1300
Argenta,1301-1400, ,44.61443574,11.83631553,1317612.617,5561025.152,1300
San Gimignano,1301-1400, ,43.46882017,11.04115155,1229095.368,5383605.499,1300
Magliano dei Marsi,1301-1400, ,42.09205402,13.36670211,1487974.472,5174778.679,1300
Bevagna,1301-1400, ,42.93487,12.609389,1403670.763,5302063.645,1300
Ortona,1301-1400, ,42.35615906,14.40368143,1603410.483,5214480.554,1300
Caramanico,1301-1400, ,42.3813665,14.30854889,1592820.376,5218278.594,1300
Castel di Sangro,1301-1400, ,41.7864165,14.10682433,1570364.501,5129039.171,1300
Pontecorvo,1301-1400, ,41.45691515,13.66670075,1521370.168,5079971.95,1300
Terracina,1301-1400, ,41.28800719,13.24821885,1474784.976,5054915.923,1300
Andria,1301-1400, ,41.231688,16.29173,1813587.088,5046575.889,1300
Bitonto,1301-1400, ,41.10909252,16.68986119,1857906.849,5028446.127,1300
Martina Franca,1301-1400, ,40.70323992,17.33636794,1929875.652,4968667.671,1300
Matera,1301-1400, ,40.668653,16.606087,1848581.149,4963590.224,1300
Venosa,1301-1400, ,40.96156686,15.81791339,1760842.064,5006674.436,1300
Taranto,1301-1400, ,40.46605841,17.2520597,1920490.501,4933901.559,1300
Hamar,1301-1400, ,60.79823275,11.09286897,1234852.525,8579640.888,1300
Stockholm,1301-1400, ,59.33090328,18.07597074,2012207.858,8252254.125,1300
Brasov,1301-1400, ,45.79214007,25.3460576,2821510.226,5747101.86,1300
Székelyvásárhely,1301-1400, ,46.3027916,25.28947505,2815211.485,5829005.27,1300
Smotrych (Smotric),1301-1400, ,48.95094586,26.57490338,2958304.712,6266542.028,1300
Fanjeaux,1301-1400, ,43.18734006,2.03353428,226372.0006,5340530.527,1300
Sabes,1301-1400, ,45.97534241,23.55822828,2622489.976,5776398.704,1300
Piperno,1301-1400, ,41.47343078,13.18172542,1467382.961,5082425.398,1300
Mauvoisin,1301-1400, ,43.73143838,0.875756197,97488.7339,5423975.281,1300
Clonshanville Abbey,1301-1400, ,53.97520347,-8.29538746,-923438.308,7165461.526,1300
Bemfica,1301-1400, ,39.14089789,-8.686840585,-967014.6705,4741874.129,1300
S. Maria Magdalena,1301-1400, ,50.55700081,21.66323793,2411540.615,6543303.256,1300
The Hague,1401-1500, ,52.075996,4.280996,476558.2948,6813878.187,1400
Zwolle,1401-1500, ,52.51045568,6.099179121,678957.514,6892953.901,1400
Rotterdam,1401-1500, ,51.926002,4.484999,499267.8049,6786756.71,1400
Brussels,1401-1500, ,50.837002,4.367999,486243.4245,6592511.752,1400
Laval,1401-1500, ,48.070996,-0.772999,-86049.8551,6118674.177,1400
Guérande,1401-1500, ,47.328001,-2.422996,-269726.6809,5995777.489,1400
Beaune,1401-1500, ,47.030002,4.832003,537896.1135,5946972.538,1400
Bourg-en-Bresse,1401-1500, ,46.207996,5.215997,580642.13,5813743.606,1400
Annecy,1401-1500, ,45.907,6.119003,681164.2981,5765458.41,1400
Chambéry,1401-1500, ,45.571003,5.909996,657897.7453,5711866.658,1400
Abrantes,1401-1500, ,39.455998,-8.191996,-911928.8233,4787201.458,1400
Astorga,1401-1500, ,42.461998,-6.047998,-673260.0577,5230437.708,1400
Plascencia,1401-1500, ,40.031998,-6.084997,-677378.7675,4870593.232,1400
Trujillo,1401-1500, ,39.454,-5.885998,-655226.3002,4786913.4,1400
Villada,1401-1500, ,42.256996,-4.957,-551810.7159,5199554.277,1400
Mayorga,1401-1500, ,42.162001,-5.264998,-586096.8964,5185277.383,1400
Villalon De Campos,1401-1500, ,42.116002,-4.640002,-516522.6599,5178371.851,1400
Huete,1401-1500, ,40.146001,-2.688001,-299226.9026,4887181.485,1400
Malaga,1401-1500, ,36.724003,-4.424002,-492477.6499,4400705.87,1400
Zafra,1401-1500, ,38.42415155,-6.41147307,-713721.9174,4639518.699,1400
Granada,1401-1500, ,37.174003,-3.598,-400527.5279,4463388.394,1400
Onteniente,1401-1500, ,38.820004,-0.612997,-68238.5139,4695921.388,1400
Orihuela,1401-1500, ,38.086,-0.952,-105976.1552,4591581.862,1400
Almeria,1401-1500, ,36.843001,-2.464999,-274402.4335,4417245.686,1400
Tremp,1401-1500, ,42.164998,0.894998,99630.7216,5185727.477,1400
Helsingor,1401-1500, ,56.033998,12.611,1403850.098,7565186.675,1400
Heidelberg,1401-1500, ,49.410997,8.688998,967254.8329,6344888.916,1400
Stuttgart,1401-1500, ,48.688999,9.210998,1025363.607,6222254.846,1400
Steyr,1401-1500, ,48.038002,14.413997,1604558.806,6113179.344,1400
Graz,1401-1500, ,46.993003,15.439997,1718772.604,5940932.059,1400
Seville,1401-1500, ,37.373004,-5.970996,-664688.2342,4491227.052,1400
La Réole,1401-1500, ,44.583679,-0.040283,-4484.283,5556216.664,1400
Catania,1401-1500, ,37.502812,15.088315,1679623.543,4509425.967,1400
Cosenza,1401-1500, ,39.30368723,16.25010568,1808953.49,4765265.991,1400
Bivona,1401-1500, ,37.61814566,13.44082675,1496225.989,4525622.159,1400
Lentini,1401-1500, ,37.29567708,14.99945179,1669731.336,4480400.886,1400
Palazzolo Acreide,1401-1500, ,37.06343692,14.90371684,1659074.169,4447952.768,1400
Caltanissetta,1401-1500, ,37.48925499,14.05635793,1564746.608,4507523.814,1400
Polizzi Generosa,1401-1500, ,37.81276826,13.99932339,1558397.551,4553009.908,1400
Termini Imerese,1401-1500, ,37.9850295,13.69699818,1524742.863,4577311.2,1400
Caccamo,1401-1500, ,37.93240737,13.66451685,1521127.058,4569881.636,1400
Castelvetrano,1401-1500, ,37.68112098,12.79186091,1423983.442,4534476.326,1400
Taormina,1401-1500, ,37.85307962,15.28808909,1701862.292,4558691.631,1400
Placanica,1401-1500, ,38.41485769,16.45031824,1831241.05,4638198.199,1400
Savoca,1401-1500, ,37.95387663,15.34040764,1707686.367,4572912.175,1400
Briatico,1401-1500, ,38.72526203,16.032734,1784755.785,4682393.773,1400
Catanzaro,1401-1500, ,38.91332957,16.58659273,1846411.056,4709264.37,1400
Ronda,1401-1500, ,36.74478815,-5.161751556,-574603.5548,4403592.997,1400
Taverna,1401-1500, ,39.02083978,16.5815923,1845854.412,4724657.132,1400
Doña Mencia,1401-1500, ,37.55327433,-4.356247822,-484935.2893,4516509.258,1400
Pedrogao Grande,1401-1500, ,39.9172275,-8.145469547,-906749.5222,4853921.286,1400
Aveiro,1401-1500, ,40.64200126,-8.656361401,-963621.7433,4959679.478,1400
San Felices de los Gallegos,1401-1500, ,40.850189,-6.706519,-746566.2801,4990269.625,1400
Pena da Francia,1401-1500, ,40.51243454,-6.16817544,-686638.1491,4940689.696,1400
Cisneros,1401-1500, ,42.22021383,-4.857005476,-540679.3764,5194023.7,1400
Avila,1401-1500, ,40.65490614,-4.695112953,-522657.5832,4961572.883,1400
Chinchilla,1401-1500, ,38.918621,-1.722758,-191776.5433,4710021.424,1400
Luchente,1401-1500, ,38.942889,-0.356685474,-39706.0453,4713494.211,1400
Benabarre,1401-1500, ,42.10752843,0.483654741,53840.1995,5177100.315,1400
Logrono,1401-1500, ,42.46240045,-2.453159993,-273084.5212,5230498.437,1400
Seyne,1401-1500, ,44.35160581,6.356235063,707572.8506,5520016.201,1400
Coppet,1401-1500, ,46.31578598,6.190318188,689103.0685,5831099.365,1400
Maubec,1401-1500, ,45.568421,5.266008,586209.3291,5711456.072,1400
Vailly-sur-Aisne,1401-1500, ,49.40196459,3.51062469,390800.9529,6343343.655,1400
Melcombe Regis,1401-1500, ,50.613878,-2.455534,-273348.7945,6553275.335,1400
Kalkar,1401-1500, ,51.73550368,6.295309591,700790.6581,6752441.692,1400
Marienheide,1401-1500, ,51.08508969,7.531079665,838355.9534,6636358.928,1400
Komarom,1401-1500, ,47.74326035,18.11900874,2016998.827,6064248.292,1400
Vilnius,1401-1500, ,54.68946336,25.27994683,2814150.808,7301829.047,1400
Kolomyja,1401-1500, ,53.07681267,22.36304996,2489443.334,6997218.844,1400
Lowicz,1401-1500, ,52.11185578,19.92949551,2218541.291,6820375.738,1400
Hrubieszow,1401-1500, ,50.80288141,23.89242113,2659692.154,6586499.516,1400
Horodlo,1401-1500, ,50.8848449,24.03169667,2675196.236,6600949.341,1400
Gelnica,1401-1500, ,48.85181871,20.93401044,2330363.382,6249755.431,1400
Zalakomar,1401-1500, ,46.54071995,17.16769432,1911098.99,5867427.456,1400
Mesztegnyo,1401-1500, ,46.505337,17.424262,1939659.973,5861702.962,1400
Stari Grad,1401-1500, ,43.18518181,16.60195811,1848121.523,5340201.017,1400
Korcula,1401-1500, ,42.95799976,17.13473569,1907430.051,5305581.166,1400
Budva,1401-1500, ,42.27979309,18.82997863,2096143.632,5202983.673,1400
Lopud,1401-1500, ,42.68893217,17.9437416,1997488.177,5264743.373,1400
Bol,1401-1500, ,43.26271955,16.64395326,1852796.401,5352046.321,1400
Tangermunde,1401-1500, ,52.541027,11.966933,1332152.888,6898547.517,1400
Sroda,1401-1500, ,52.22908,17.27607,1923163.315,6841652.514,1400
Koscian,1401-1500, ,52.081612,16.638547,1852194.58,6814895.423,1400
Bonifacio,1401-1500, ,41.38750151,9.161685594,1019874.175,5069667.164,1400
Garessio,1401-1500, ,44.20316055,8.019147848,892687.455,5496935.763,1400
Taggia,1401-1500, ,43.85533311,7.852882225,874178.8505,5443081.874,1400
Savona,1401-1500, ,44.30942717,8.47730527,943689.3059,5513452.285,1400
Varazze,1401-1500, ,44.36085382,8.575683877,954640.7624,5521456.025,1400
Biella,1401-1500, ,45.56583515,8.067389542,898057.6959,5711044.892,1400
Basella,1401-1500, ,45.61531521,9.731572629,1083313.71,5718916.065,1400
Morbegno,1401-1500, ,46.13282521,9.571286043,1065470.688,5801660.162,1400
Tulsk,1401-1500, ,53.78234948,-8.247528178,-918110.6371,7129043.179,1400
Ballindoon,1401-1500, ,54.08635044,-8.32465254,-926696.0818,7186527.024,1400
Toombeola,1401-1500, ,53.439822,-9.872246997,-1098973.509,7064771.108,1400
Galway,1401-1500, ,53.27538349,-9.047094436,-1007117.946,7034099.754,1400
Portumna,1401-1500, ,53.08914969,-8.215412998,-914535.5916,6999505.255,1400
Rojas,1401-1500, ,42.577694,-3.4409,-383039.2359,5247911.887,1400
Pietravairano,1401-1500, ,41.327216,14.169806,1577375.589,5060726.415,1400
Arienzo,1401-1500, ,41.02207719,14.49343413,1613401.707,5015598.59,1400
Airola,1401-1500, ,41.05892153,14.55452883,1620202.738,5021036.465,1400
Castelmare,1401-1500, ,40.69563962,14.48274767,1612212.095,4967551.702,1400
Murano,1401-1500, ,45.45744013,12.3548987,1375341.032,5693825.861,1400
Angri,1401-1500, ,40.734474,14.571741,1622118.788,4973255.178,1400
Feltre,1401-1500, ,46.02169489,11.90912661,1325717.91,5783826.523,1400
Calvisano,1401-1500, ,45.349241,10.346111,1151723.808,5676670.926,1400
Lugo,1401-1500, ,44.42862332,11.90747433,1325533.979,5532014.006,1400
Casale Monferrato,1401-1500, ,45.13152566,8.449647705,940610.4799,5642251.331,1400
Trino,1401-1500, ,45.19294773,8.297706899,923696.5067,5651948.476,1400
Valenza,1401-1500, ,45.0122776,8.644166627,962264.2273,5623454.55,1400
Vigevano,1401-1500, ,45.31513816,8.857270514,985986.8434,5671270.733,1400
Acquaviva delle Fonti,1401-1500, ,40.8989285,16.84345863,1875005.238,4997445.051,1400
Bagnoli Irpino,1401-1500, ,40.83032572,15.07135537,1677735.605,4987346.868,1400
Castellaneta,1401-1500, ,40.6285084,16.93587355,1885292.82,4957700.197,1400
Galatina,1401-1500, ,40.17415314,18.16933251,2022600.843,4891282.106,1400
Sulmona,1401-1500, ,42.04643744,13.93330294,1551048.188,5167938.088,1400
Fiesole,1401-1500, ,43.80604091,11.29413461,1257257.314,5435475.465,1400
Legnago,1401-1500, ,45.19070002,11.30761421,1258757.856,5651593.429,1400
Soave,1401-1500, ,45.4220705,11.2482395,1252148.293,5688214.403,1400
Senigallia,1401-1500, ,43.715014,13.218024,1471423.701,5421445.343,1400
Bibbiena,1401-1500, ,43.69749793,11.81456777,1315191.668,5418748.009,1400
Civitavecchia,1401-1500, ,42.09386031,11.80068599,1313646.356,5175049.649,1400
Montepulciano,1401-1500, ,43.09683899,11.78578286,1311987.347,5326723.364,1400
Pianella,1401-1500, ,42.39812604,14.04759931,1563771.602,5220804.622,1400
Cercemaggiore,1401-1500, ,41.46240583,14.72395976,1639063.703,5080787.539,1400
La Quercia,1401-1500, ,42.43026393,12.1289712,1350190.898,5225650.39,1400
Orsara,1401-1500, ,41.28309854,15.26441549,1699226.959,5054188.739,1400
Gioia del Colle,1401-1500, ,40.79952637,16.92380156,1883948.971,4982816.667,1400
Modugno,1401-1500, ,41.08331491,16.78015518,1867958.33,5024638.372,1400
Altomonte,1401-1500, ,39.699302,16.131274,1795725.207,4822341.399,1400
Atella,1401-1500, ,40.87808445,15.65353025,1742543.016,4994375.746,1400
Ferrandina,1401-1500, ,40.50245527,16.45416999,1831669.824,4939228.622,1400
Ottati,1401-1500, ,40.4625961,15.31696953,1705077.248,4933394.964,1400
Montemurro,1401-1500, ,40.2972876,15.99191483,1780211.816,4909237.817,1400
Matino,1401-1500, ,40.03356466,18.13213349,2018459.867,4870821.004,1400
Parabita,1401-1500, ,40.05050278,18.12558746,2017731.167,4873283.922,1400
Galatone,1401-1500, ,40.143907,18.071259,2011683.35,4886876.542,1400
Lecce,1401-1500, ,40.35317963,18.17396026,2023116.002,4917398.897,1400
Otranto,1401-1500, ,40.15064288,18.48232339,2057442.828,4887857.501,1400
Campagna,1401-1500, ,40.66548233,15.10599738,1681591.937,4963124.893,1400
Bisignano,1401-1500, ,39.512603,16.287185,1813081.141,4795365.813,1400
Squillace,1401-1500, ,38.78171755,16.51909829,1838897.61,4690452.542,1400
Santa Severina,1401-1500, ,39.14837548,16.91540244,1883013.986,4742947.427,1400
Labatlan,1401-1500, ,47.74688337,18.49694834,2059070.87,6064848.077,1400
Podkamien,1401-1500, ,50.43689533,17.34600549,1930948.498,6522285.043,1400
Rabat,1401-1500, ,35.88160303,14.4015938,1603178.088,4284342.337,1400
Burrishoole,1401-1500, ,53.90235149,-9.570886943,-1065426.261,7151684.483,1400
Coborszentmihaly,1401-1500, ,45.76854953,19.11641957,2128030.093,5743336.38,1400
Neukloster,1401-1500, ,46.14983522,15.56257522,1732417.949,5804393.017,1400
Vogh,1401-1500, ,44.99250248,9.009086002,1002886.866,5620341.232,1400
San Pedro de las Dueñas,1401-1500, ,40.85623729,-4.31675969,-480539.4906,4991159.767,1400
San Paulus Porta Coeli,1401-1500, ,37.40488656,-5.890189569,-655692.9035,4495694.023,1400
San Paulus Scala Coeli,1401-1500, ,37.8853252,-4.776023158,-531664.466,4563238.751,1400
Valencia de San Juan,1401-1500, ,42.28972114,-5.52436988,-614970.042,5204477.549,1400
Clonymican,1401-1500, ,54.154991,-8.493247002,-945463.9314,7199564.551,1400
Koroszeg,1401-1500, ,47.02772627,21.69632409,2415223.75,5946600.88,1400
Ujvar,1401-1500, ,45.69025469,20.91305939,2328031.122,5730850.498,1400
Urlar,1401-1500, ,53.85123435,-8.766757929,-975911.0286,7142032.053,1400
San Giorgio,1401-1500, ,38.38621196,16.11004276,1793361.757,4634129.196,1400
La Tarce,1401-1500, ,41.73625908,-5.32930254,-593255.245,5121553.841,1400
Palacios,1401-1500, ,42.32657612,-5.941884936,-661447.6054,5210025.192,1400
Castania,1401-1500,Georeferenced Add,38.10610035,15.01009276,1670915.883,4594425.096,1400
Azeitao,1401-1500,Georeferenced Add,38.96135264,-8.762606692,-975448.915,4716137.181,1400
Vallis Cellinensis,1401-1500,Georeferenced Add,46.37120868,12.92299107,1438580.785,5840036.535,1400
Gibello,1401-1500,Georeferenced Add,45.50836964,12.08337544,1345115.201,5701912.11,1000
Utrecht,pre-1250, ,52.135792,5.19113,577873.9482,6824715.729,1000
Kilkenny,pre-1250, ,52.65381794,-7.247648126,-806804.4988,6919218.573,1000
Antwerpen,pre-1250, ,51.279478,4.775375,531592.3133,6670879.836,1000
Leuven,pre-1250, ,50.877997,4.703996,523646.4394,6599741.113,1000
Liège,pre-1250, ,50.64188417,5.572407508,620317.5663,6558189.989,1000
Morlaix,pre-1250, ,48.579001,-3.839002,-427355.7478,6203726.254,1000
Dinan,pre-1250, ,48.462001,-2.050999,-228316.1643,6184062.407,1000
Angers,pre-1250, ,47.469004,-0.531997,-59221.6351,6018966.301,1000
La Rochelle,pre-1250, ,46.164004,-1.161997,-129352.9143,5806670.04,1000
Cahors,pre-1250, ,44.448001,1.440002,160300.2894,5535035.154,1000
Agen,pre-1250, ,44.191996,0.632,70353.9182,5495202.24,1000
Carcassonne,pre-1250, ,43.209997,2.342,260710.2474,5343990.351,1000
Valence,pre-1250, ,44.951002,4.826999,537339.0707,5613811.049,1000
Avingon,pre-1250, ,43.951003,4.792997,533553.9854,5457862.913,1000
Arles,pre-1250, ,43.689004,4.625003,514852.9789,5417440.296,1000
Béziers,pre-1250, ,43.351,3.213002,357669.7466,5365551.149,1000
Perpignan,pre-1250, ,42.700003,2.884997,321156.397,5266420.152,1000
Sisteron,pre-1250, ,44.202004,5.932001,660347.3307,5496756.17,1000
Nice,pre-1250, ,43.72,7.261004,808291.2679,5422213.29,1000
Valenciennes,pre-1250, ,50.359003,3.506996,390397.0089,6508682.541,1000
Arras,pre-1250, ,50.283997,2.776997,309133.892,6495605.163,1000
Verdun,pre-1250, ,49.161004,5.387996,599788.9711,6302224.691,1000
Lisieux,pre-1250, ,49.145002,0.225002,25047.1081,6299501.11,1000
Châlons-sur-Marne,pre-1250, ,48.963004,4.364003,485798.5918,6268586.277,1000
Chartres,pre-1250, ,48.444001,1.477001,164418.9992,6181041.226,1000
Troyes,pre-1250, ,48.293998,4.070999,453181.5357,6155905.741,1000
Sens,pre-1250, ,48.196996,3.284003,365573.5417,6139690.747,1000
Le Mans,pre-1250, ,47.995,0.199001,22152.69,6106023.053,1000
Langres,pre-1250, ,47.860999,5.328002,593110.4696,6083761.096,1000
Tours,pre-1250, ,47.393998,0.688997,76698.7952,6006623.377,1000
Bourges,pre-1250, ,47.080996,2.396999,266832.7081,5955304.717,1000
Poitiers,pre-1250, ,46.584997,0.340004,37849.0721,5874596.155,1000
Périgueux,pre-1250, ,45.186001,0.715997,79704.4214,5650851.221,1000
Auxerre,pre-1250, ,47.798998,3.569996,397410.1369,6073480.171,1000
Le Puy,pre-1250, ,45.049003,3.881999,432142.1519,5629239.307,1000
Metz,pre-1250, ,49.113997,6.176999,687620.3833,6294226.482,1000
Santarém,pre-1250, ,39.353497,-8.514592,-947840.0458,4772434.221,1000
Cork,pre-1250, ,51.89798025,-8.470467426,-942928.1206,6781699.953,1000
Porto,pre-1250, ,41.264359,-8.312488,-925341.9314,5051413.102,1000
Santiago De Compostela,pre-1250, ,42.880003,-8.540998,-950779.5482,5293724.879,1000
Zamora,pre-1250, ,41.511004,-5.743996,-639418.7098,5088009.345,1000
Salamanca,pre-1250, ,40.966999,-5.657002,-629734.5821,5007475.242,1000
Burgos,pre-1250, ,42.341002,-3.696001,-411436.9493,5212197.551,1000
Palencia,pre-1250, ,42.019999,-4.531003,-504388.9467,5163975.668,1000
Segovia,pre-1250, ,40.933996,-4.107004,-457189.594,5002610.958,1000
Pamplona,pre-1250, ,42.769996,-1.645999,-183231.7705,5277028.163,1000
Cordoba,pre-1250, ,37.884004,-4.777,-531773.2075,4563052.403,1000
Lérida,pre-1250, ,41.622001,0.623999,69463.2509,5104524.132,1000
Tarragona,pre-1250, ,41.111998,1.231004,137034.7384,5028875.405,1000
Palma de Mallorca,pre-1250, ,39.571,2.647001,294662.8034,4803795.61,1000
Ribe,pre-1250, ,55.32799736,8.761647771,975342.1684,7425785.712,1000
Haderslev,pre-1250, ,55.252996,9.490997,1056532.953,7411123.113,1000
Schleswig,pre-1250, ,54.526003,9.554996,1063657.289,7270411.124,1000
Lübeck,pre-1250, ,53.869003,10.647002,1185218.841,7145385.963,1000
Hamburg,pre-1250, ,53.500822,10.007201,1113996.52,7076179.113,1000
Cologne,pre-1250, ,50.941996,6.934997,772000.3347,6611039.893,1000
Soest,pre-1250, ,51.564004,8.110001,902801.1817,6721672.472,1000
Bremen,pre-1250, ,53.07022357,8.81094723,980830.1591,6995997.959,1000
Minden,pre-1250, ,52.290997,8.902001,990966.2184,6852913.436,1000
Hildesheim,pre-1250, ,52.155997,9.954002,1108074.434,6828381.009,1000
Halberstadt,pre-1250, ,51.892,11.055998,1230748.068,6780621.177,1000
Eisenach,pre-1250, ,50.980003,10.318997,1148705.492,6617757.247,1000
Erfurt Bindersleben,pre-1250, ,50.97259811,11.03007052,1227861.834,6616448.077,1000
Koblenz,pre-1250, ,50.372998,7.585004,844358.7829,6511124.871,1000
Trier,pre-1250, ,49.750999,6.640004,739161.8641,6403264.406,1000
Freiburg,pre-1250, ,47.991004,7.844996,873300.96,6105358.351,1000
Frankfurt,pre-1250, ,50.129998,8.668163,964935.4913,6468819.717,1000
Würzburg,pre-1250, ,49.793002,9.946001,1107183.767,6410504.309,1000
Esslingen am Neckar,pre-1250, ,48.738004,9.329996,1038610.404,6230522.516,1000
Augsburg,pre-1250, ,48.367996,10.889003,1212158.269,6168296.077,1000
Regensberg,pre-1250, ,49.020001,12.097001,1346631.991,6278255.827,1000
Vienna,pre-1250, ,48.20752614,16.37707261,1823087.384,6141449.494,1000
Neuruppin,pre-1250, ,52.924003,12.799001,1424778.274,6968952.885,1000
Kammin,pre-1250, ,54.583782,13.329664,1483851.409,7281502.136,1000
Leipzig,pre-1250, ,51.349003,12.397997,1380138.713,6683262.055,1000
Freiberg,pre-1250, ,50.916004,13.343996,1485446.84,6606449.23,1000
Bayonne,pre-1250, ,43.4915,-1.4641,-162982.8665,5387084.913,1000
Toledo,pre-1250, ,39.8628,-4.0248,-448038.6865,4846024.734,1000
Narbonne,pre-1250, ,43.1844,3.0007,334036.396,5340081.658,1000
Bordeaux,pre-1250, ,44.840997,-0.599004,-66680.8203,5596524.355,1000
Montpellier,pre-1250, ,43.614,3.867003,430472.8049,5405900.818,1000
Toulouse,pre-1250, ,43.599996,1.438002,160077.6504,5403747.877,1000
Barcelona,pre-1250, ,41.357997,2.159001,240338.8919,5065290.411,1000
